State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_Price,Max_Price,Modal_Price,Commodity_Code
Maharashtra,Nashik,Lasalgaon(Niphad),Onion,Red,FAQ,06/01/2025,1160,2760,2551,23
Maharashtra,Nashik,Lasalgaon(Vinchur),Onion,Red,FAQ,06/01/2025,1000,3030,2500,23
Maharashtra,Nashik,Lasalgaon(Vinchur),Onion,Red,FAQ,06/01/2025,1000,3050,2500,23
Maharashtra,Nashik,Manmad,Onion,White,FAQ,06/01/2025,1700,2260,2100,23
Maharashtra,Nashik,Manmad,Onion,Red,FAQ,06/01/2025,500,2871,2200,23
Maharashtra,Nashik,Nampur,Onion,Red,FAQ,06/01/2025,200,2805,2300,23
Maharashtra,Nashik,Nasik,Onion,Pole,FAQ,06/01/2025,1100,2655,2250,23
Maharashtra,Nashik,Pimpalgaon,Onion,Pole,FAQ,06/01/2025,800,3065,2351,23
Maharashtra,Nashik,Pimpalgaon Baswant(Saykheda),Onion,Red,FAQ,06/01/2025,800,2700,2300,23
Maharashtra,Nashik,Shivsiddha Govind Producer Company Limited Sanchal,Onion,Red,FAQ,06/01/2025,1200,3000,2500,23
Maharashtra,Nashik,Sinner,Onion,Red,FAQ,06/01/2025,500,2800,2350,23
Maharashtra,Nashik,Yeola,Onion,Red,FAQ,06/01/2025,500,2675,2200,23
Maharashtra,Nashik,Yeola,Onion,Red,FAQ,06/01/2025,500,2600,2200,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,07/01/2025,1000,2726,2200,23
Maharashtra,Nashik,Devala,Onion,Red,FAQ,07/01/2025,795,2870,2350,23
Maharashtra,Nashik,Dindori(Vani),Onion,Red,FAQ,07/01/2025,1850,3100,2450,23
Maharashtra,Nashik,Kalvan,Onion,Red,FAQ,07/01/2025,1300,2850,2351,23
Maharashtra,Nashik,Lasalgaon,Onion,Red,FAQ,07/01/2025,1100,2860,2400,23
Maharashtra,Nashik,Lasalgaon(Niphad),Onion,Red,FAQ,07/01/2025,1100,2700,2450,23
Maharashtra,Nashik,Lasalgaon(Vinchur),Onion,Red,FAQ,07/01/2025,1000,3011,2400,23
Maharashtra,Nashik,Manmad,Onion,White,FAQ,07/01/2025,1531,2035,1850,23
Maharashtra,Nashik,Manmad,Onion,Red,FAQ,07/01/2025,500,3001,2100,23
Maharashtra,Nashik,Manmad,Onion,Red,FAQ,07/01/2025,500,2900,2300,23
Maharashtra,Nashik,Nampur,Onion,Red,FAQ,07/01/2025,300,2550,2000,23
Maharashtra,Nashik,Nasik,Onion,Pole,FAQ,07/01/2025,1000,2701,2300,23
Maharashtra,Nashik,Pimpalgaon,Onion,Pole,FAQ,07/01/2025,800,2931,2400,23
Maharashtra,Nashik,Pimpalgaon,Onion,Pole,FAQ,07/01/2025,800,3001,2400,23
Maharashtra,Nashik,Pimpalgaon Baswant(Saykheda),Onion,Red,FAQ,07/01/2025,700,2430,2200,23
Maharashtra,Nashik,Pimpalgaon Baswant(Saykheda),Onion,Red,FAQ,07/01/2025,700,2400,2200,23
Maharashtra,Nashik,Shivsiddha Govind Producer Company Limited Sanchal,Onion,Red,FAQ,07/01/2025,2000,2900,2400,23
Maharashtra,Nashik,Shree Rameshwar Krushi Market ,Onion,Other,FAQ,07/01/2025,2012,2012,2012,23
Maharashtra,Nashik,Shree Rameshwar Krushi Market ,Onion,Red,FAQ,07/01/2025,500,3131,2079.69,23
Maharashtra,Nashik,Sinner,Onion,Red,FAQ,07/01/2025,500,2615,2250,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,08/01/2025,1000,2675,2180,23
Maharashtra,Nashik,Devala,Onion,Red,FAQ,08/01/2025,800,2545,2250,23
Maharashtra,Nashik,Lasalgaon,Onion,Red,FAQ,08/01/2025,1000,2871,2351,23
Maharashtra,Nashik,Lasalgaon(Niphad),Onion,Red,FAQ,08/01/2025,1042,2510,2250,23
Maharashtra,Nashik,Lasalgaon(Vinchur),Onion,Red,FAQ,08/01/2025,1000,2952,2350,23
Maharashtra,Nashik,Lasalgaon(Vinchur),Onion,Red,FAQ,08/01/2025,1000,2552,2350,23
Maharashtra,Nashik,Manmad,Onion,Red,FAQ,08/01/2025,500,3001,2200,23
Maharashtra,Nashik,Manmad,Onion,White,FAQ,08/01/2025,1000,1816,1700,23
Maharashtra,Nashik,Manmad,Onion,Red,FAQ,08/01/2025,500,3001,2100,23
Maharashtra,Nashik,Nampur,Onion,Red,FAQ,08/01/2025,300,2685,2000,23
Maharashtra,Nashik,Nasik,Onion,Pole,FAQ,08/01/2025,1300,2851,2350,23
Maharashtra,Nashik,Pimpalgaon,Onion,Pole,FAQ,08/01/2025,750,2940,2300,23
Maharashtra,Nashik,Pimpalgaon Baswant(Saykheda),Onion,Red,FAQ,08/01/2025,800,2415,2100,23
Maharashtra,Nashik,Shivsiddha Govind Producer Company Limited Sanchal,Onion,Red,FAQ,08/01/2025,2000,2900,2500,23
Maharashtra,Nashik,Shree Rameshwar Krushi Market ,Onion,Red,FAQ,08/01/2025,500,3051,1944.64,23
Maharashtra,Nashik,Sinner,Onion,Red,FAQ,08/01/2025,500,2481,2150,23
Maharashtra,Nashik,Umrane,Onion,Red,FAQ,08/01/2025,700,2751,1950,23
Maharashtra,Nashik,Yeola,Onion,Red,FAQ,08/01/2025,400,2480,2050,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,09/01/2025,800,2651,1980,23
Maharashtra,Nashik,Devala,Onion,Red,FAQ,09/01/2025,650,2505,2250,23
Maharashtra,Nashik,Dindori(Vani),Onion,Red,FAQ,09/01/2025,1651,2860,2111,23
Maharashtra,Nashik,Kalvan,Onion,Red,FAQ,09/01/2025,1000,2600,2150,23
Maharashtra,Nashik,Lasalgaon,Onion,Red,FAQ,09/01/2025,900,2780,2200,23
Maharashtra,Nashik,Lasalgaon(Niphad),Onion,Red,FAQ,09/01/2025,1000,2580,2200,23
Maharashtra,Nashik,Lasalgaon(Vinchur),Onion,Red,FAQ,09/01/2025,1000,2652,2200,23
Maharashtra,Nashik,Manmad,Onion,Red,FAQ,09/01/2025,300,2450,2000,23
Maharashtra,Nashik,Manmad,Onion,White,FAQ,09/01/2025,1000,1800,1500,23
Maharashtra,Nashik,Nampur,Onion,Red,FAQ,09/01/2025,300,2851,2200,23
Maharashtra,Nashik,Nasik,Onion,Pole,FAQ,09/01/2025,1000,2451,1900,23
Maharashtra,Nashik,Pimpalgaon,Onion,Pole,FAQ,09/01/2025,700,2785,2300,23
Maharashtra,Nashik,Pimpalgaon Baswant(Saykheda),Onion,Red,FAQ,09/01/2025,800,2236,1750,23
Maharashtra,Nashik,Satana,Onion,Red,FAQ,09/01/2025,350,2525,2100,23
Maharashtra,Nashik,Shivsiddha Govind Producer Company Limited Sanchal,Onion,Red,FAQ,09/01/2025,1750,2600,2150,23
Maharashtra,Nashik,Sinner,Onion,Red,FAQ,09/01/2025,500,2475,2050,23
Maharashtra,Nashik,Umrane,Onion,Red,FAQ,09/01/2025,700,2451,1900,23
Maharashtra,Nashik,Yeola,Onion,Red,FAQ,09/01/2025,500,2290,1850,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,10/01/2025,700,2535,1780,23
Maharashtra,Nashik,Devala,Onion,Red,FAQ,10/01/2025,600,2460,2100,23
Maharashtra,Nashik,Dindori(Vani),Onion,Red,FAQ,10/01/2025,1300,2701,2051,23
Maharashtra,Nashik,Kalvan,Onion,Red,FAQ,10/01/2025,900,2701,2100,23
Maharashtra,Nashik,Lasalgaon,Onion,Red,FAQ,10/01/2025,900,2652,1900,23
Maharashtra,Nashik,Lasalgaon(Niphad),Onion,Red,FAQ,10/01/2025,861,2230,1850,23
Maharashtra,Nashik,Lasalgaon(Vinchur),Onion,Red,FAQ,10/01/2025,900,2352,1950,23
Maharashtra,Nashik,Lasalgaon(Vinchur),Onion,Red,FAQ,10/01/2025,900,2300,1900,23
Maharashtra,Nashik,Malharshree Farmers Producer Co Ltd,Onion,Red,FAQ,10/01/2025,344,2210,1541,23
Maharashtra,Nashik,Manmad,Onion,White,FAQ,10/01/2025,760,1400,1225,23
Maharashtra,Nashik,Manmad,Onion,Red,FAQ,10/01/2025,500,2251,1600,23
Maharashtra,Nashik,Manmad,Onion,Red,FAQ,10/01/2025,300,2251,1800,23
Maharashtra,Nashik,Nasik,Onion,Pole,FAQ,10/01/2025,1050,2300,1800,23
Maharashtra,Nashik,Pimpalgaon,Onion,Pole,FAQ,10/01/2025,600,2599,2150,23
Maharashtra,Nashik,Pimpalgaon Baswant(Saykheda),Onion,Red,FAQ,10/01/2025,700,2101,1700,23
Maharashtra,Nashik,Satana,Onion,Red,FAQ,10/01/2025,550,2340,1925,23
Maharashtra,Nashik,Shree Rameshwar Krushi Market ,Onion,Red,FAQ,10/01/2025,251,2600,1723.7,23
Maharashtra,Nashik,Sinner,Onion,Red,FAQ,10/01/2025,500,2200,1700,23
Maharashtra,Nashik,Umrane,Onion,Red,FAQ,10/01/2025,700,2500,1800,23
Maharashtra,Nashik,Yeola,Onion,Red,FAQ,10/01/2025,500,2401,1750,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,11/01/2025,300,2370,1670,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,11/01/2025,500,2202,1670,23
Maharashtra,Nashik,Dindori(Vani),Onion,Red,FAQ,11/01/2025,1600,2900,2081,23
Maharashtra,Nashik,Lasalgaon,Onion,Red,FAQ,11/01/2025,801,2321,1780,23
Maharashtra,Nashik,Lasalgaon(Niphad),Onion,Red,FAQ,11/01/2025,800,2145,1800,23
Maharashtra,Nashik,Lasalgaon(Vinchur),Onion,Red,FAQ,11/01/2025,900,2470,1750,23
Maharashtra,Nashik,Manmad,Onion,White,FAQ,11/01/2025,700,1401,1300,23
Maharashtra,Nashik,Manmad,Onion,Red,FAQ,11/01/2025,300,2109,1800,23
Maharashtra,Nashik,Nasik,Onion,Pole,FAQ,11/01/2025,1100,2700,2050,23
Maharashtra,Nashik,Pimpalgaon,Onion,Pole,FAQ,11/01/2025,500,2600,1800,23
Maharashtra,Nashik,Pimpalgaon Baswant(Saykheda),Onion,Red,FAQ,11/01/2025,700,1900,1600,23
Maharashtra,Nashik,Shivsiddha Govind Producer Company Limited Sanchal,Onion,Red,FAQ,11/01/2025,1500,2400,1750,23
Maharashtra,Nashik,Yeola,Onion,Red,FAQ,11/01/2025,500,2246,1650,23
Maharashtra,Nashik,Yeola,Onion,Red,FAQ,11/01/2025,500,2300,1650,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,13/01/2025,600,2401,1750,23
Maharashtra,Nashik,Dindori(Vani),Onion,Red,FAQ,13/01/2025,1400,2700,2101,23
Maharashtra,Nashik,Kalvan,Onion,Red,FAQ,13/01/2025,800,2295,1850,23
Maharashtra,Nashik,Lasalgaon,Onion,Red,FAQ,13/01/2025,700,2412,1951,23
Maharashtra,Nashik,Lasalgaon(Niphad),Onion,Red,FAQ,13/01/2025,1000,2320,1850,23
Maharashtra,Nashik,Lasalgaon(Vinchur),Onion,Red,FAQ,13/01/2025,900,2400,1850,23
Maharashtra,Nashik,Manmad,Onion,Red,FAQ,13/01/2025,400,2381,1800,23
Maharashtra,Nashik,Nampur,Onion,Red,FAQ,13/01/2025,200,2075,1500,23
Maharashtra,Nashik,Nandgaon,Onion,Red,FAQ,13/01/2025,100,2000,1350,23
Maharashtra,Nashik,Nasik,Onion,Pole,FAQ,13/01/2025,900,2000,1500,23
Maharashtra,Nashik,Pimpalgaon,Onion,Pole,FAQ,13/01/2025,500,2401,1800,23
Maharashtra,Nashik,Pimpalgaon Baswant(Saykheda),Onion,Red,FAQ,13/01/2025,700,1801,1550,23
Maharashtra,Nashik,Pimpalgaon Baswant(Saykheda),Onion,Red,FAQ,13/01/2025,700,1900,1625,23
Maharashtra,Nashik,Satana,Onion,Red,FAQ,13/01/2025,450,2080,1715,23
Maharashtra,Nashik,Shivsiddha Govind Producer Company Limited Sanchal,Onion,Red,FAQ,13/01/2025,1100,2100,1550,23
Maharashtra,Nashik,Sinner,Onion,Red,FAQ,13/01/2025,500,2191,1600,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,14/01/2025,852,2391,1980,23
Maharashtra,Nashik,Lasalgaon,Onion,Red,FAQ,14/01/2025,800,2500,2000,23
Maharashtra,Nashik,Lasalgaon(Niphad),Onion,Red,FAQ,14/01/2025,1000,2248,1950,23
Maharashtra,Nashik,Lasalgaon(Vinchur),Onion,Red,FAQ,14/01/2025,900,2500,1900,23
Maharashtra,Nashik,Lasalgaon(Vinchur),Onion,Red,FAQ,14/01/2025,900,2500,1950,23
Maharashtra,Nashik,Nasik,Onion,Pole,FAQ,14/01/2025,1100,2700,1975,23
Maharashtra,Nashik,Pimpalgaon,Onion,Pole,FAQ,14/01/2025,600,2651,1950,23
Maharashtra,Nashik,Pimpalgaon Baswant(Saykheda),Onion,Red,FAQ,14/01/2025,800,1970,1675,23
Maharashtra,Nashik,Lasalgaon,Onion,Red,FAQ,15/01/2025,800,2453,2000,23
Maharashtra,Nashik,Nasik,Onion,Pole,FAQ,15/01/2025,900,2311,1511,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,16/01/2025,1000,2275,1880,23
Maharashtra,Nashik,Devala,Onion,Red,FAQ,16/01/2025,700,2300,1950,23
Maharashtra,Nashik,Dindori(Vani),Onion,Red,FAQ,16/01/2025,1400,2863,2251,23
Maharashtra,Nashik,Kalvan,Onion,Red,FAQ,16/01/2025,1000,2460,1901,23
Maharashtra,Nashik,Lasalgaon(Niphad),Onion,Red,FAQ,16/01/2025,1100,2300,1950,23
Maharashtra,Nashik,Lasalgaon(Vinchur),Onion,Red,FAQ,16/01/2025,900,2500,2000,23
Maharashtra,Nashik,Manmad,Onion,Red,FAQ,16/01/2025,400,2550,1900,23
Maharashtra,Nashik,Manmad,Onion,White,FAQ,16/01/2025,300,1550,1100,23
Maharashtra,Nashik,Manmad,Onion,Red,FAQ,16/01/2025,300,2550,1900,23
Maharashtra,Nashik,Nampur,Onion,Other,FAQ,16/01/2025,400,2350,2000,23
Maharashtra,Nashik,Nampur,Onion,Red,FAQ,16/01/2025,400,2350,2000,23
Maharashtra,Nashik,Nandgaon,Onion,Red,FAQ,16/01/2025,200,2201,1850,23
Maharashtra,Nashik,Nasik,Onion,Pole,FAQ,16/01/2025,1000,2411,1600,23
Maharashtra,Nashik,Pimpalgaon,Onion,Pole,FAQ,16/01/2025,500,2386,2000,23
Maharashtra,Nashik,Pimpalgaon Baswant(Saykheda),Onion,Red,FAQ,16/01/2025,700,2000,1650,23
Maharashtra,Nashik,Pimpalgaon Baswant(Saykheda),Onion,Red,FAQ,16/01/2025,700,2029,1750,23
Maharashtra,Nashik,Satana,Onion,Red,FAQ,16/01/2025,250,2235,1910,23
Maharashtra,Nashik,Sinner,Onion,Red,FAQ,16/01/2025,500,2241,1850,23
Maharashtra,Nashik,Umrane,Onion,Red,FAQ,16/01/2025,700,2316,1600,23
Maharashtra,Nashik,Yeola,Onion,Red,FAQ,16/01/2025,300,2301,1825,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,17/01/2025,1060,2500,2030,23
Maharashtra,Nashik,Devala,Onion,Red,FAQ,17/01/2025,800,2305,2050,23
Maharashtra,Nashik,Kalvan,Onion,Red,FAQ,17/01/2025,1100,2505,1951,23
Maharashtra,Nashik,Lasalgaon,Onion,Red,FAQ,17/01/2025,900,2471,2150,23
Maharashtra,Nashik,Lasalgaon(Niphad),Onion,Red,FAQ,17/01/2025,1100,2341,2031,23
Maharashtra,Nashik,Lasalgaon(Vinchur),Onion,Red,FAQ,17/01/2025,900,2425,2050,23
Maharashtra,Nashik,Manmad,Onion,Red,FAQ,17/01/2025,400,2400,1900,23
Maharashtra,Nashik,Nampur,Onion,Red,FAQ,17/01/2025,300,2455,1800,23
Maharashtra,Nashik,Nandgaon,Onion,Red,FAQ,17/01/2025,400,2290,1850,23
Maharashtra,Nashik,Nasik,Onion,Pole,FAQ,17/01/2025,1400,2751,2300,23
Maharashtra,Nashik,Pimpalgaon,Onion,Pole,FAQ,17/01/2025,700,2790,2100,23
Maharashtra,Nashik,Pimpalgaon Baswant(Saykheda),Onion,Red,FAQ,17/01/2025,800,2400,2050,23
Maharashtra,Nashik,Satana,Onion,Red,FAQ,17/01/2025,450,2400,2050,23
Maharashtra,Nashik,Shree Rameshwar Krushi Market ,Onion,Red,FAQ,17/01/2025,300,2500,1778.01,23
Maharashtra,Nashik,Sinner,Onion,Red,FAQ,17/01/2025,500,2300,1950,23
Maharashtra,Nashik,Umrane,Onion,Red,FAQ,17/01/2025,700,2473,1800,23
Maharashtra,Nashik,Yeola,Onion,Red,FAQ,17/01/2025,450,2352,1800,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,18/01/2025,1200,2659,2080,23
Maharashtra,Nashik,Dindori(Vani),Onion,Red,FAQ,18/01/2025,1600,2962,2371,23
Maharashtra,Nashik,Lasalgaon,Onion,Red,FAQ,18/01/2025,1000,2631,2251,23
Maharashtra,Nashik,Lasalgaon(Niphad),Onion,Red,FAQ,18/01/2025,1100,2551,2225,23
Maharashtra,Nashik,Lasalgaon(Vinchur),Onion,Red,FAQ,18/01/2025,900,2901,2250,23
Maharashtra,Nashik,Manmad,Onion,White,FAQ,18/01/2025,1000,1750,1550,23
Maharashtra,Nashik,Manmad,Onion,Red,FAQ,18/01/2025,300,2480,1900,23
Maharashtra,Nashik,Nasik,Onion,Pole,FAQ,18/01/2025,1611,3500,2500,23
Maharashtra,Nashik,Pimpalgaon,Onion,Pole,FAQ,18/01/2025,700,2660,2200,23
Maharashtra,Nashik,Pimpalgaon Baswant(Saykheda),Onion,Red,FAQ,18/01/2025,1000,2330,2000,23
Maharashtra,Nashik,Pimpalgaon Baswant(Saykheda),Onion,Red,FAQ,18/01/2025,800,2400,2025,23
Maharashtra,Nashik,Yeola,Onion,Red,FAQ,18/01/2025,450,2451,1925,23
Maharashtra,Nashik,Chandvad,Onion,Red,FAQ,20/01/2025,1000,2691,2250,23
Maharashtra,Nashik,Devala,Onion,Red,FAQ,20/01/2025,800,2580,2350,23
Maharashtra,Nashik,Kalvan,Onion,Red,FAQ,20/01/2025,1100,3000,2200,23
Maharashtra,Nashik,Lasalgaon,Onion,Red,FAQ,20/01/2025,1000,3000,2500,23
Maharashtra,Nashik,Lasalgaon(Niphad),Onion,Red,FAQ,20/01/2025,1100,2711,2470,23
Maharashtra,Nashik,Lasalgaon(Vinchur),Onion,Red,FAQ,20/01/2025,1200,2700,2450,23
Maharashtra,Nashik,Manmad,Onion,White,FAQ,20/01/2025,1180,1811,1600,23
Maharashtra,Nashik,Manmad,Onion,Red,FAQ,20/01/2025,500,3000,2300,23
Maharashtra,Nashik,Manmad,Onion,Red,FAQ,20/01/2025,300,3000,2100,23
Maharashtra,Nashik,Nampur,Onion,Red,FAQ,20/01/2025,200,2455,2100,23
Maharashtra,Nashik,Nasik,Onion,Pole,FAQ,20/01/2025,1100,2501,2250,23
Maharashtra,Nashik,Pimpalgaon,Onion,Pole,FAQ,20/01/2025,700,2725,2350,23
Maharashtra,Nashik,Pimpalgaon Baswant(Saykheda),Onion,Red,FAQ,20/01/2025,700,2550,2100,23
Maharashtra,Nashik,Satana,Onion,Red,FAQ,20/01/2025,305,2535,2195,23
Maharashtra,Nashik,Shivsiddha Govind Producer Company Limited Sanchal,Onion,Red,FAQ,20/01/2025,2100,2700,2500,23
Maharashtra,Nashik,Sinner,Onion,Red,FAQ,20/01/2025,500,2676,2350,23
Maharashtra,Nashik,Umrane,Onion,Red,FAQ,20/01/2025,700,2728,1900,23
Maharashtra,Nashik,Yeola,Onion,Red,FAQ,20/01/2025,500,2581,2100,23
Maharashtra,Nashik,Yeola,Onion,Red,FAQ,20/01/2025,500,2552,2100,23
Maharashtra,Nashik,Devala,Onion,Red,FAQ,21/01/2025,750,2550,2250,23
Maharashtra,Nashik,Dindori(Vani),Onion,Red,FAQ,21/01/2025,2000,2850,2101,23
Maharashtra,Nashik,Kalvan,Onion,Red,FAQ,21/01/2025,1100,2800,2150,23
Maharashtra,Nashik,Lasalgaon,Onion,Red,FAQ,21/01/2025,1000,2951,2400,23
